supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,facility_worker_category,automation_displacement_risk,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,country_signal,sector_signal,context,monitoring_signals
ZURU LLC.,ZURU Tech Italy (Milan),Worker Rights - Remuneration,Low,High,Stable,Within 12 Months,Professional / Office,Low,0.54,100.0,0.0,0.0,"Italy's SDG 8.8.2 score of 0.54 reflects generally strong union rights but some restrictions and enforcement gaps in the southern economy and agricultural/platform sectors. No statutory national minimum wage (relying on sector-by-sector CCNL collective agreements), which the ILO data methodology captures as a gap. Work injury coverage 100%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Italy's SDG 8.8.2 score of 0.54 reflects generally strong union rights but some restrictions and enforcement gaps in the southern economy and agricultural/platform sectors. No statutory national minimum wage (relying on sector-by-sector CCNL collective agreements), which the ILO data methodology captures as a gap. Work injury coverage 100%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Italian national minimum wage legislation progress; INL labour inspection statistics; CCNL coverage data; CSDDD transposition; ILO Italy SDG 8.8.2 score
ZURU LLC.,ZURU Dongguan Tech Center,Worker Rights - Labour Rights,Very High,High,Deteriorating,Within 12 Months,Professional / Office,Low,9.32,35.9,0.09,543.541,"China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",ACFTU reform signals; ILO SDG 8.8.2 China score; UFLPA and EU FL Reg enforcement; labour unrest tracking (China Labour Bulletin); automation deployment rates in manufacturing
ZURU LLC.,ZURU Dongguan Tech Center,Worker Rights - Remuneration,Very High,High,Deteriorating,Within 12 Months,Professional / Office,Low,9.32,35.9,0.09,543.541,"China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",ACFTU reform signals; ILO SDG 8.8.2 China score; UFLPA and EU FL Reg enforcement; labour unrest tracking (China Labour Bulletin); automation deployment rates in manufacturing
John Paul Mitchell Systems,Global Headquarters,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,Global Headquarters,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,JPMS Creative Center,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,JPMS Creative Center,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,Santa Clarita DC,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,Santa Clarita DC,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,The Awapuhi Farm,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low-medium automation displacement risk for technical/regulated production within 12 months. Regulatory compliance requirements in pharma and electronics manufacturing mandate skilled human oversight; automation replaces specific tasks within a process rather than entire roles. Worker rights in these facilities tend to be better enforced due to regulatory audit requirements.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low-medium automation displacement risk for technical/regulated production within 12 months. Regulatory compliance requirements in pharma and electronics manufacturing mandate skilled human oversight; automation replaces specific tasks within a process rather than entire roles. Worker rights in these facilities tend to be better enforced due to regulatory audit requirements.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,The Awapuhi Farm,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low-medium automation displacement risk for technical/regulated production within 12 months. Regulatory compliance requirements in pharma and electronics manufacturing mandate skilled human oversight; automation replaces specific tasks within a process rather than entire roles. Worker rights in these facilities tend to be better enforced due to regulatory audit requirements.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low-medium automation displacement risk for technical/regulated production within 12 months. Regulatory compliance requirements in pharma and electronics manufacturing mandate skilled human oversight; automation replaces specific tasks within a process rather than entire roles. Worker rights in these facilities tend to be better enforced due to regulatory audit requirements.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,JPMS UK (Salon Success),Worker Rights - Labour Rights,Low,High,Improving,Within 12 Months,Professional / Office,Low,1.25,81.5,0.0,2816.509,"UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Employment Rights Bill progress through UK Parliament; BEIS/ACAS collective bargaining statistics; National Living Wage trajectory; EAT (Employment Appeal Tribunal) rulings on gig worker rights
John Paul Mitchell Systems,JPMS UK (Salon Success),Worker Rights - Remuneration,Very Low,High,Improving,Within 12 Months,Professional / Office,Low,1.25,81.5,0.0,2816.509,"UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Employment Rights Bill progress through UK Parliament; BEIS/ACAS collective bargaining statistics; National Living Wage trajectory; EAT (Employment Appeal Tribunal) rulings on gig worker rights
John Paul Mitchell Systems,JPMS European Hub,Worker Rights - Labour Rights,Very Low,High,Improving,Within 12 Months,Professional / Office,Low,0.35,80.1,0.0,3804.362,"Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Swiss SDG Act enforcement statistics; cantonal minimum wage levels; ILO SDG 8.8.2 Switzerland score
John Paul Mitchell Systems,JPMS European Hub,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Professional / Office,Low,0.35,80.1,0.0,3804.362,"Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Swiss SDG Act enforcement statistics; cantonal minimum wage levels; ILO SDG 8.8.2 Switzerland score
John Paul Mitchell Systems,Pro-motive (Subsidiary),Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
John Paul Mitchell Systems,Pro-motive (Subsidiary),Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
